"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 10 12:10:10 CST 2026","Wed Jun 10 12:10:11 CST 2026","275","","test_ui","TestUiCases","","","test_exe[0-case_dict0]",""
